id,activity_timestamp,time_range,captured_events,total_keys_pressed,total_mouse_clicks,total_mouse_movements,e_id_id,o_id_id
2018,"2024-10-29 09:13:59.000000",9:13,"Left Click Left Click Left Click Left Click Left Click Key.backspace Left Click Left Click w e w d Left Click Left Click Key.backspace Left Click Left Click Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift 2 2 Key.backspace Key.backspace Key.shift @ @ Key.backspace Left Click",169,12,1072,12,2
2019,"2024-10-29 09:14:59.000000",9:14,"Left Click Left Click Left Click Left Click Left Click Left Click Left Click Left Click Left Click Left Click Key.alt_l Key.tab Key.tab Left Click",3,11,1497,12,2
2020,"2024-10-29 09:15:59.000000",9:15,"Left Click Left Click Left Click Left Click Left Click Key.alt_l Key.tab Left Click Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l  Left Click Key.ctrl_l Key.ctrl_l Key.ctrl_l  Enter Left Click Left Click Left Click Left Click Left Click Left Click Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l  Left Click Left Click Left Click Key.ctrl_l  Left Click",30,17,1948,12,2
2021,"2024-10-29 09:16:59.000000",9:16,"Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l  Enter Left Click Left Click Left Click Left Click Left Click ↑ Enter Left Click Left Click",10,7,1798,12,2
2022,"2024-10-29 09:17:59.000000",9:17,"Left Click Left Click Left Click Left Click Left Click Left Click Left Click Left Click Left Click Left Click Left Click Left Click Left Click Left Click Left Click Left Click Left Click Left Click Left Click Left Click Left Click Left Click Left Click Left Click Left Click Left Click Left Click",0,27,2231,12,2
2023,"2024-10-29 09:18:59.000000",9:18,,0,0,523,12,2
2024,"2024-10-29 09:19:59.000000",9:19,,0,0,94,12,2
2025,"2024-10-29 09:20:59.000000",9:20,,0,0,512,12,2
2026,"2024-10-29 09:21:59.000000",9:21,"Key.alt_l Key.tab Key.tab Key.tab Left Click Left Click Left Click Left Click Left Click Left Click Left Click Left Click Key.alt_l Key.tab",6,8,1632,8,2
2027,"2024-10-29 09:21:59.000000",9:21,,0,0,895,12,2
2028,"2024-10-29 09:22:59.000000",9:22,,0,0,417,12,2
2029,"2024-10-29 09:22:59.000000",9:22,"Key.alt_l Key.tab Key.shift Key.cmd Key.cmd Key.cmd Key.cmd Key.cmd Key.cmd Key.cmd Key.cmd Key.cmd Key.cmd Key.cmd Key.cmd Key.cmd Key.cmd Key.cmd Key.cmd Key.cmd Key.cmd Key.cmd Key.cmd Key.cmd I Right Click Left Click Left Click Left Click Left Click Left Click Left Click Key.alt_l Key.tab Left Click Left Click Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l ",32,9,1676,8,2
2030,"2024-10-29 09:23:59.000000",9:23,"Left Click Left Click Key.ctrl_l  Key.alt_l Key.tab Key.ctrl_l Key.shift  Key.alt_l Key.tab Left Click Left Click ↑ ↑ ↑ ↑ ↑ ↓ Enter l s Enter c d Space f o c u l t 1 5 Key.backspace 4 Enter ↑ ↑ ↑ Enter Key.alt_l Key.alt_l Left Click Left Click ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ Key.alt_l Key.tab Key.ctrl_l Key.shift",53,6,603,8,2
2031,"2024-10-29 09:23:59.000000",9:23,,0,0,372,12,2
2032,"2024-10-29 09:24:59.000000",9:24,"Key.ctrl_l Key.shift Left Click Key.ctrl_l Key.shift  Left Click Left Click Left Click Left Click Left Click Left Click Left Click Key.alt_l Key.tab Left Click Key.ctrl_l  h Left Click Left Click Key.ctrl_l  Left Click Left Click Key.ctrl_l  Key.alt_l Key.tab Key.ctrl_l Key.shift  Left Click Left Click Left Click ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ Left Click Left Click Left Click Left Click Left Click Left Click Left Click",38,23,2124,8,2
2033,"2024-10-29 09:24:59.000000",9:24,"Left Click Key.ctrl_l   Left Click Key.ctrl_l  Key.alt_l Key.tab Key.alt_l Key.tab Key.tab Key.alt_l Key.tab Key.tab Left Click Left Click",13,4,1749,12,2
2034,"2024-10-29 09:25:59.000000",9:25,"Left Click Left Click Left Click Left Click Left Click",0,5,1204,12,2
2035,"2024-10-29 09:25:59.000000",9:25,"Left Click Left Click Left Click Left Click Left Click Left Click Left Click Left Click Left Click Left Click Left Click w i t Key.backspace Key.backspace Key.backspace p",7,11,2610,8,2
2036,"2024-10-29 09:26:59.000000",9:26,"Enter 2 0 p x Left Click Left Click Right Click Left Click Left Click Left Click Left Click Left Click Left Click Left Click",5,10,1627,8,2
2037,"2024-10-29 09:26:59.000000",9:26,"Left Click Left Click Left Click Key.alt_l",1,3,543,12,2
2039,"2024-10-29 09:27:59.000000",9:27,"Left Click",0,1,1288,12,2
2040,"2024-10-29 09:28:59.000000",9:28,"Left Click Left Click Left Click Left Click",0,4,837,12,2
2041,"2024-10-29 09:29:59.000000",9:29,"Left Click",0,1,771,12,2
2042,"2024-10-29 09:30:59.000000",9:30,,0,0,1017,12,2
2043,"2024-10-29 09:31:59.000000",9:31,"Left Click Left Click",0,2,772,12,2
2044,"2024-10-29 09:32:59.000000",9:32,"Key.cmd l",2,0,291,12,2
2045,"2024-10-29 09:33:59.000000",9:33,,0,0,0,12,2
2046,"2024-10-29 09:34:59.000000",9:34,"2 2 Left Click Left Click",2,2,430,12,2
2047,"2024-10-29 09:35:59.000000",9:35,"Left Click Space Key.shift " ← Key.shift Enter → i Space d o n t Key.backspace ' t Space w a n t Space t o Space s h o w Space t h e Space e r r o r Space m e s s a g e Space i n Space a l e r t Space b o x Space i n s t e a d Space o f ← ← ← ← ← ← ← ← ← ← ← , → → → → → → → → → → →",94,1,321,12,2
2048,"2024-10-29 09:36:59.000000",9:36,"Key.backspace Key.backspace Key.backspace Space i Space w a n t Space t o Space s h o w Space t h e Space e r r o r Space m e s s a g e Space o n Space b e l o w Space t h e Space r e s p e c t i v e Space t e x t Space b o x Space Key.alt_l Key.tab Key.tab Key.tab Left Click Key.alt_l Key.tab",76,1,431,12,2
2049,"2024-10-29 09:37:59.000000",9:37,"Key.alt_l Key.tab Key.tab Key.tab Key.tab Left Click Key.backspace , Space i n Space e m a i l Space t e x t Space b o x Space s h o w Space Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift ( e n t e r Space y o u Key.backspace Key.backspace o u r Space e m a i l Space a d d r e s s Key.shift ) Key.alt_l Key.tab Left Click Left Click , Space i n Space m o b i l e Space b o x Space s h o w",138,3,343,12,2
2050,"2024-10-29 09:38:59.000000",9:38,"Key.shift ( e n t e r Space t h e Space Key.backspace Key.backspace Key.backspace Key.backspace u Key.backspace y o u r Space m o b i l e Space n u m b e r Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift ) Left Click w h e n Space t h e Space u s e r Space s u b m Key.backspace Key.backspace Key.backspace Key.backspace c l i c k e Key.backspace s Space t e h Key.backspace Key.backspace h e Space s u b m i t Space b u t t o n Space",155,1,181,12,2
2051,"2024-10-29 09:39:59.000000",9:39,"w i t h o u t Space e n t e r u n Key.backspace Key.backspace i n g Space t h e Space t e x t b o x Left Click Key.backspace Space i f Space t h e Space Key.delete Key.delete Key.delete Key.delete Key.delete Key.delete Key.delete Key.delete Key.delete",50,1,309,12,2
2052,"2024-10-29 09:40:59.000000",9:40,"Left Click i n Space o t p Space t e x t Space b Key.backspace Key.backspace b o x Key.shift ( Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift " e n t e r Space t h e Space o t p Key.shift " Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift ) , Space a n d Space i Space w a n t Space t o Space v a l i d a t e Space t h e Space e m a i",85,1,93,12,2
2053,"2024-10-29 09:41:59.000000",9:41,"l Space a d d r e s s Space u s i n g Space r e g e x , Space",23,0,31,12,2
2054,"2024-10-29 09:42:59.000000",9:42,"Left Click a n d Space t h e Space u s e r Space m u s t Space c o r r e c l t y Key.backspace Key.backspace Key.backspace t l y Space Key.backspace Key.backspace Key.backspace Key.backspace Key.backspace Key.backspace Key.backspace Key.backspace Key.backspace Key.backspace Key.backspace Key.backspace Key.backspace Key.backspace Key.backspace Key.backspace Key.backspace Key.backspace Key.backspace Key.backspace Key.backspace Key.backspace e Space m o b i l e Space n u m b e r Space m s u t Space Key.backspace Key.backspace Key.backspace Key.backspace Key.backspace Key.backspace Key.backspace Key.backspace e r Space m u s t Space b e Space",96,1,190,12,2
2055,"2024-10-29 09:43:59.000000",9:43,"1 0 Space d i g i t s Space n o t Space b e l o w Space 1 0 d i g i t s Space o r Space n o t Space Left Click Left Click Left Click Key.alt_l Key.tab Left Click Left Click Left Click g f Key.backspace r e a",44,6,1087,12,2
2056,"2024-10-29 09:44:59.000000",9:44,"t e r t Key.backspace Space t h a n Space 1 0 Space d g Key.backspace i g i t Key.ctrl_l Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift " Enter",47,0,514,12,2
2057,"2024-10-29 09:45:59.000000",9:45,"Left Click Left Click Left Click Left Click Left Click Left Click",0,6,1870,12,2
2058,"2024-10-29 09:46:59.000000",9:46,"Left Click",0,1,463,12,2
2059,"2024-10-29 09:47:59.000000",9:47,"Left Click <255> Left Click Left Click Left Click Left Click Left Click Left Click Left Click Left Click",1,9,776,12,2
2060,"2024-10-29 09:48:59.000000",9:48,"Left Click Left Click Left Click Left Click Left Click Left Click Left Click",0,7,837,12,2
2061,"2024-10-29 09:49:59.000000",9:49,,0,0,1060,12,2
2062,"2024-10-29 09:50:59.000000",9:50,"Left Click Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Left Click Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Left Click",85,3,1323,12,2
2063,"2024-10-29 09:51:59.000000",9:51,"Left Click Left Click Left Click Left Click Left Click Left Click Left Click",0,7,645,12,2
2064,"2024-10-29 09:52:59.000000",9:52,"Left Click Left Click Left Click Left Click Left Click Left Click Left Click Left Click Left Click Left Click Left Click Left Click",0,12,1686,12,2
2065,"2024-10-29 09:53:59.000000",9:53,"Left Click Left Click",0,2,826,12,2
2066,"2024-10-29 09:54:59.000000",9:54,"Left Click Left Click Left Click Left Click Left Click Left Click Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l  ",26,6,856,12,2
2067,"2024-10-29 09:55:59.000000",9:55,"Key.alt_l Left Click Left Click Left Click Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l  Key.ctrl_l Left Click",21,4,1150,12,2
2068,"2024-10-29 09:56:59.000000",9:56,"Left Click Key.ctrl_l  Left Click Key.ctrl_l  Left Click Left Click Left Click Left Click Left Click Left Click Left Click Left Click Left Click Left Click Left Click Left Click Left Click Left Click",4,16,1473,12,2
2069,"2024-10-29 09:57:59.000000",9:57,"Left Click Left Click Left Click Left Click Left Click Left Click Left Click Left Click Left Click Left Click Left Click Left Click Left Click Left Click Left Click Left Click",0,16,1927,12,2
2070,"2024-10-29 09:58:59.000000",9:58,"Left Click Left Click Left Click Left Click Left Click Left Click Left Click Left Click Left Click Left Click Left Click Left Click Left Click Left Click Left Click",0,15,1267,12,2
2071,"2024-10-29 09:59:59.000000",9:59,"Left Click Left Click Left Click Left Click Left Click Left Click Left Click Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l  Left Click Left Click Left Click",7,10,1846,12,2
2072,"2024-10-29 10:00:59.000000",10:00,"Left Click Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l  Enter Left Click Left Click Key.alt_l Key.tab Key.tab Left Click Key.backspace 8 Key.ctrl_l  Key.ctrl_l  Left Click → Key.backspace Key.backspace Key.backspace Key.backspace Key.backspace - ↑ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↑",64,5,1846,12,2
2073,"2024-10-29 10:01:59.000000",10:01,"↑ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ [ 1 0 0 v w ← ← Key.backspace Key.backspace Key.backspace 9 0 Key.backspace Key.backspace 5 0",28,0,137,12,2
2074,"2024-10-29 10:02:59.000000",10:02,"→ → → Space t e x t ↓ ↓ ↓ ↓ ↓ ↓ ↓ Enter Key.backspace Key.backspace Key.backspace Key.backspace Key.backspace Key.backspace Key.backspace Key.backspace Key.backspace Key.backspace Key.backspace f l e x Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l  Left Click → Key.backspace Key.backspace Key.backspace Key.backspace Key.backspace c e n t e r",65,1,159,12,2
2075,"2024-10-29 10:03:59.000000",10:03,"Key.alt_l Key.tab Key.tab Key.tab Key.tab Key.tab Left Click m y Enter Left Click Key.alt_l Key.tab Left Click m y Left Click Left Click Key.alt_l Key.tab Key.alt_l Key.tab Key.tab Left Click Left Click",18,7,992,12,2
2076,"2024-10-29 10:04:59.000000",10:04,"Left Click Left Click Left Click Left Click",0,4,832,12,2
2077,"2024-10-29 10:05:59.000000",10:05,"Left Click Left Click Left Click Left Click Left Click Left Click",0,6,702,12,2
2078,"2024-10-29 10:06:59.000000",10:06,"Left Click Key.alt_l Key.tab Key.tab Space",4,1,279,12,2
2079,"2024-10-29 10:06:59.000000",10:06,"Left Click Key.alt_l Key.tab Key.alt_l Key.tab Key.tab Key.tab Left Click Left Click Left Click Left Click Left Click Left Click Left Click Left Click Key.shift Left Click Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Left Click Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Left Click Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Left Click Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Left Click Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Left Click Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Left Click Left Click Left Click Left Click Left Click Key.ctrl_l   Key.cmd Key.cmd v Left Click Key.ctrl_l  Left Click 8",109,22,1926,9,2
2080,"2024-10-29 10:07:59.000000",10:07,"p - 1 0 ← ← ← y Left Click Left Click Left Click Right Click Left Click t h a Key.backspace Key.backspace Key.backspace Key.backspace o k Space Key.backspace Key.backspace Key.backspace Key.shift O k Space t h a Key.backspace Key.backspace Key.backspace Key.shift T",33,5,1115,12,2
2081,"2024-10-29 10:07:59.000000",10:07,"Left Click ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ ↑ Left Click Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Space Left Click Space Space Space Space Space Space Space Space Space Space Space Space Space Left Click Left Click Left Click Left Click Left Click Left Click Key.ctrl_l Left Click Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Left Click Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Left Click Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Left Click Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Left Click Key.shift Key.shift Key.shift Key.shift Key.shift Left Click Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Left Click Key.shift Key.shift Key.shift Key.shift Left Click Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Left Click Key.shift Key.shift Key.shift Key.shift Key.shift Left Click Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Left Click Key.shift Key.shift Key.shift Key.shift Key.shift Left Click Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Left Click Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Left Click Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Key.shift Left Click 3 3 3 3 3 3 Enter Left Click Key.alt_l Key.tab Key.alt_l Key.tab Key.alt_l Key.tab Left Click Key.alt_l Key.tab Key.alt_l Key.alt_l Key.tab Left Click Key.alt_l Key.tab Key.alt_l Key.tab Key.alt_l Key.tab Key.alt_l Key.tab Left Click Left Click",369,29,3182,9,2
2082,"2024-10-29 10:08:59.000000",10:08,"h a l a i v i Enter Left Click Left Click Left Click Left Click Left Click Left Click Left Click Left Click Left Click Left Click Left Click Left Click",8,12,1368,12,2
2083,"2024-10-29 10:08:59.000000",10:08,"Left Click Left Click Left Click Left Click Key.ctrl_l Key.ctrl_l Key.ctrl_l Left Click",3,5,1926,9,2
2084,"2024-10-29 10:09:59.000000",10:09,"Key.alt_l Key.tab Key.alt_l Key.alt_l Key.alt_l Key.alt_l Key.alt_l Left Click Left Click",7,2,578,12,2
2085,"2024-10-29 10:09:59.000000",10:09,"Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Key.ctrl_l Space Left Click Space Space Space Space Space Space Space Space Space Space Space Space Space Space Space Space Space Space Space Space Space Space Space Space Space Space Space Space Space Space Space Space Space Space Space Space Space Space Space Space Space Space Left Click Space Space Space Space Space Space Space Space Space Space Space Space Space Space Space Space Space Space Space Space Space Space Space Space Space Left Click Space Space Space Space Space Space Space Space Space Space Space Space Space Space Space Space Space Space Space Space Space Space Space Space Space Space Space Space Space Space Space Space Space Space Space Space Space Space Space Space Space Space Space Space",212,3,1516,9,2
2086,"2024-10-29 10:10:59.000000",10:10,"Left Click Left Click Key.backspace Left Click Left Click Left Click Left Click Left Click Left Click Left Click Left Click Left Click",1,11,833,12,2
